"company_name","id","title","location","yearly_salary","remote","type"
"Envision Staffing Solutions",710614,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"SimioCloud",196337,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Mint Mobile",52176,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"BlueLabs Analytics, Inc.",1112585,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Impact Genome",1762396,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"FocusKPI Inc.",1782272,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Impact Genome",1215316,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Prime Team Partners",382000,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"QSE7, LLC",1458260,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Impact Genome",50602,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Redwood Strategy Group",27772,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Peopletek",1201469,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Get It Recruit - Information Technology",1640252,"Data Analyst","Anywhere","85000.0",1,"Full-time"
"Get It Recruit - Healthcare",1766497,"Data Analyst","Anywhere","84950.0",1,"Full-time"
"Ronin Staffing",1811540,"Data Analyst","Anywhere","84800.0",1,"Full-time"
"Get It Recruit - Information Technology",1736157,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",1813745,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",1540216,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",496663,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",1163106,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",104800,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",398669,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",547661,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",367476,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",444259,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Finance",133854,"Data Analyst","Anywhere","84500.0",1,"Full-time"
"Get It Recruit - Information Technology",1156181,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1761702,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1683817,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1558833,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1551217,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1544793,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",23358,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",122796,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",1155449,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",998283,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",918810,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",894665,"Data Analyst","Anywhere","84000.0",1,"Full-time"
"Get It Recruit - Information Technology",858421,"Data Analyst","Anywhere","84000.0",1,"Full-time and Internship"
"Get It Recruit - Information Technology",1153109,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Insight Global",1632454,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Get It Recruit - Information Technology",309335,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Robert Half",197120,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Get It Recruit - Information Technology",1128758,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Get It Recruit - Information Technology",1366794,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Get It Recruit - Information Technology",1618469,"Data Analyst","Anywhere","83500.0",1,"Full-time"
"Memorial Sloan Kettering Cancer Center",457003,"Data Analyst","Anywhere","83200.0",1,"Part-time"
"Get It Recruit - Information Technology",1656466,"Data Analyst","Anywhere","83000.0",1,"Full-time"
"Alameda Health Consortium/Community Health Center Network",604141,"Data Analyst","Anywhere","83000.0",1,"Full-time"
"Get It Recruit - Information Technology",373211,"Data Analyst","Anywhere","83000.0",1,"Full-time"
"General Dynamics Information Technology",1005824,"Data Analyst","Anywhere","83000.0",1,"Full-time"
"Luxury Presence",984993,"Data Analyst","Anywhere","82750.0",1,"Full-time"
"Vitalief Inc.",1795056,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",103900,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",1715658,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",95123,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",337179,"Data Analyst","Anywhere","82500.0",1,"Part-time"
"Emotive",672574,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",1269187,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"CyberCoders",934891,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",908469,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Complete HR Solutions",1758551,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",838391,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Customer Value Partners",1621876,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",427343,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Confidential",863059,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Get It Recruit - Information Technology",1727059,"Data Analyst","Anywhere","82500.0",1,"Full-time"
"Village Care",879043,"Data Analyst","Anywhere","82350.5",1,"Full-time"
"Get It Recruit - Information Technology",1296038,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",463381,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",318830,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",1115037,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",5174,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",288466,"Data Analyst","Anywhere","82000.0",1,"Full-time"
"Get It Recruit - Information Technology",223644,"Data Analyst","Anywhere","81500.0",1,"Full-time"
"Get It Recruit - Information Technology",1638787,"Data Analyst","Anywhere","81500.0",1,"Full-time"
"New York State Office of the Attorney General",1436603,"Data Analyst","Anywhere","81047.0",1,"Full-time"
"Get It Recruit - Information Technology",143947,"Data Analyst","Anywhere","81000.0",1,"Full-time"
"Get It Recruit - Information Technology",980665,"Data Analyst","Anywhere","81000.0",1,"Full-time"
"Get It Recruit - Information Technology",606788,"Data Analyst","Anywhere","81000.0",1,"Full-time"
"Get It Recruit - Information Technology",413083,"Data Analyst","Anywhere","81000.0",1,"Contractor"
"InsideHigherEd",1025744,"Data Analyst","Anywhere","80740.0",1,"Full-time and Temp work"
"Get It Recruit - Finance",670376,"Data Analyst","Anywhere","80500.0",1,"Full-time"
"California State University",1049953,"Data Analyst","Anywhere","80500.0",1,"Full-time"
"Get It Recruit - Information Technology",1472332,"Data Analyst","Anywhere","80500.0",1,"Full-time"
"Automobile Club of Southern California",711091,"Data Analyst","Anywhere","80250.0",1,"Full-time"
"New World Now LLC",483152,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"CrowdStrike",664113,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Coders Data",319413,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Peraton",1236616,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Coders Data",564679,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Motion Recruitment",550113,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Get It Recruit - Information Technology",940759,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Gravy Analytics",690454,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"HighGround",276098,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"EUCON AMERICAS LLC",6083,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Coders Data",1354750,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Itemize Corp.",519106,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"FutureNET",1434052,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Medix Technology",566131,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"ATR International",794255,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"CBRE",911869,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Get It Recruit - Information Technology",1075985,"Data Analyst","Anywhere","80000.0",1,"Full-time and Contractor"
"Get It Recruit - Information Technology",1333002,"Data Analyst","Anywhere","80000.0",1,"Full-time"
"Get It Recruit - Technology",430789,"Data Analyst","Anywhere","79968.0",1,"Full-time"
"Get It Recruit - Information Technology",1801810,"Data Analyst","Anywhere","79500.0",1,"Full-time"
"Texas Workforce Commission",36488,"Data Analyst","Anywhere","79415.5",1,"Full-time"
"Teacher Retirement System of Texas",401772,"Data Analyst","Anywhere","79060.5",1,"Full-time"
"Apex Systems",189043,"Data Analyst","Anywhere","79000.0",1,"Full-time"
"Get It Recruit - Healthcare",59423,"Data Analyst","Anywhere","78040.0",1,"Full-time"
"Visual Connections, LLC",1723219,"Data Analyst","Anywhere","78000.0",1,"Full-time"
"Simplex.",502625,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Coders Data",397963,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"JDC",435726,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Get It Recruit - Information Technology",704236,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Get It Recruit - Administrative",1311958,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"NBCUniversal",1101994,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Get It Recruit - Information Technology",1745486,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Get It Recruit - Finance",1600670,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Simplex",1236681,"Data Analyst","Anywhere","77500.0",1,"Full-time"
"Wilbur-Ellis Company",1379514,"Data Analyst","Anywhere","77350.0",1,"Full-time"
"Get It Recruit - Information Technology",974504,"Data Analyst","Anywhere","77000.0",1,"Full-time"
"Get It Recruit - Healthcare",411881,"Data Analyst","Anywhere","76842.0",1,"Full-time"
"Get It Recruit - Healthcare",1500082,"Data Analyst","Anywhere","76783.0",1,"Full-time"
"Get It Recruit - Healthcare",487133,"Data Analyst","Anywhere","76559.0",1,"Full-time"
"Invitae",558598,"Data Analyst","Anywhere","76500.0",1,"Full-time"
"Stride inc",1219618,"Data Analyst","Anywhere","76364.5",1,"Full-time"
"Get It Recruit - Healthcare",959874,"Data Analyst","Anywhere","76007.0",1,"Full-time"
"Get It Recruit - Healthcare",164596,"Data Analyst","Anywhere","76007.0",1,"Full-time"
"UiPath",757196,"Data Analyst","Anywhere","76000.0",1,"Full-time"
"Get It Recruit - Transportation",1259256,"Data Analyst","Anywhere","76000.0",1,"Full-time"
"Get It Recruit - Marketing",371461,"Data Analyst","Anywhere","75566.0",1,"Full-time"
"ServiceTitan",1068141,"Data Analyst","Anywhere","75500.0",1,"Full-time"
"Teacher Retirement System of Texas",1365513,"Data Analyst","Anywhere","75296.0",1,"Full-time"
"Memorial Sloan Kettering Cancer Center",368638,"Data Analyst","Anywhere","75250.0",1,"Full-time"
"hackajob",479282,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Engage Partners Inc.",555049,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"In Technology Group Inc (US)",1513802,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"KodeKloud",1517483,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Zunch Staffing",1461191,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Veeva Systems",257140,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Get It Recruit - Information Technology",341807,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Chicken of the Sea",764861,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Get It Recruit - Hospitality",240037,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Get It Recruit - Transportation",193923,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"CyberCoders",210881,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Chicken of the Sea",1065749,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Patterned Learning AI",156786,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Patterned Learning AI",1321085,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Health Choice Network",1241014,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Health Choice Network",1210145,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Beyond 12",1406540,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"MaryRuth's",221984,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Patterned Learning AI",1170721,"Data Analyst","Anywhere","75000.0",1,"Full-time"
"Southern California University",813827,"Data Analyst","Anywhere","74500.0",1,"Full-time"
"NCUA",47248,"Data Analyst","Anywhere","74224.5",1,"Full-time"
"Get It Recruit - Healthcare",425984,"Data Analyst","Anywhere","74049.0",1,"Full-time"
"Applied Engineering Management Corporation",1726747,"Data Analyst","Anywhere","74000.0",1,"Full-time"
"Retriever Medial Dental Payments LLC",1338279,"Data Analyst","Anywhere","74000.0",1,"Full-time"
"Get It Recruit - Healthcare",669824,"Data Analyst","Anywhere","73696.0",1,"Full-time"
"Get It Recruit - Healthcare",1553132,"Data Analyst","Anywhere","73631.0",1,"Full-time"
"Center for Open Science",769341,"Data Analyst","Anywhere","73000.0",1,"Full-time"
"Get It Recruit - Finance",1395633,"Data Analyst","Anywhere","73000.0",1,"Full-time"
"Coda Staffing",468876,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"Every Body Texas",1684855,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"Bluesight",93604,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"Global Healthcare Exchange, Inc.",621498,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"CharterUP",1446024,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"Insight Global",1262610,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"Get It Recruit - Information Technology",1583314,"Data Analyst","Anywhere","72500.0",1,"Full-time"
"CACI International Inc",360331,"Data Analyst","Anywhere","72450.0",1,"Full-time"
"Get It Recruit - Transportation",432310,"Data Analyst","Anywhere","72000.0",1,"Full-time"
"CVS Health",361990,"Data Analyst","Anywhere","71850.0",1,"Full-time"
"CVS Health",1698696,"Data Analyst","Anywhere","71850.0",1,"Full-time"
"CVS Health",897644,"Data Analyst","Anywhere","71850.0",1,"Full-time"
"Get It Recruit - Information Technology",225308,"Data Analyst","Anywhere","71000.0",1,"Full-time and Internship"
"Get It Recruit - Information Technology",1096460,"Data Analyst","Anywhere","70500.0",1,"Full-time"
"Get It Recruit - Information Technology",1109298,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Get It Recruit - Information Technology",1128522,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Coda Searchâ”‚Staffing",442024,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Taylor",1717917,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"AdelFi",50512,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Ohio Shared Information Services Inc",330595,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Partnership Employment",1473524,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Pentasia",539154,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Class Action Capital Recovery LLC",134039,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Get It Recruit - Information Technology",1397514,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Zelo Digital Recruitment",1527329,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Amplified Sourcing",723713,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Global Accounting Network",683865,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Get It Recruit - Information Technology",1625061,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Kermit",339742,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Get It Recruit - Information Technology",1264889,"Data Analyst","Anywhere","70000.0",1,"Full-time"
"Diversified",482909,"Data Analyst","Anywhere","69500.0",1,"Full-time"
"Ambry Genetics Corporation",297571,"Data Analyst","Anywhere","69000.0",1,"Full-time"
"Get It Recruit - Information Technology",605922,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"Get It Recruit - Information Technology",618426,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"AllianceChicago",1400357,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"CyberCoders",243487,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"Insight Global",38696,"Data Analyst","Anywhere","67500.0",1,"Contractor"
"iTalent Digital",60732,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"Get It Recruit - Information Technology",534826,"Data Analyst","Anywhere","67500.0",1,"Full-time"
"Get It Recruit - Information Technology",1010619,"Data Analyst","Anywhere","66500.0",1,"Full-time"
"Ascension",871527,"Data Analyst","Anywhere","65062.3984375",1,"Full-time"
"Get It Recruit - Administrative",549336,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Insight Global",1596146,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"24 Seven Talent",179983,"Data Analyst","Anywhere","65000.0",1,"Contractor"
"Mothership Strategies, LLC",450752,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Aquent Studios",466817,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Express Employment Professionals",1538266,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Bright Power",1812494,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",1785615,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",1403912,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",1334734,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",946898,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",604011,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Get It Recruit - Information Technology",1441940,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",394469,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Insight Global",1705282,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Patterned Learning AI",384112,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Insight Global",1463732,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Citron IT, Inc.",262937,"Data Analyst","Anywhere","65000.0",1,"Full-time"
"Monterey Park Auto Body Inc",1526157,"Data Analyst","Anywhere","63991.0",1,"Full-time"
"Get It Recruit - Healthcare",510271,"Data Analyst","Anywhere","63594.0",1,"Full-time"
"VetJobs & Military Spouse Jobs",1566988,"Data Analyst","Anywhere","63000.0",1,"Full-time"
"OZ",215071,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"McAllister & Quinn, LLC",1650439,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Kaye/Bassman International",1301761,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Kaye/Bassman International",43776,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Ryder System",1513216,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"CuraLinc Healthcare",132241,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Crescentia GTS",376277,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Get It Recruit - Transportation",553921,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Aegon",329855,"Data Analyst","Anywhere","62500.0",1,"Full-time"
"Get It Recruit - Information Technology",634102,"Data Analyst","Anywhere","62000.0",1,"Full-time"
"Neurons Lab",272662,"Data Analyst","Anywhere","62000.0",1,"Contractor"
"Get It Recruit - Information Technology",1579976,"Data Analyst","Anywhere","60500.0",1,"Full-time and Contractor"
"Get It Recruit - Information Technology",955933,"Data Analyst","Anywhere","60500.0",1,"Full-time and Contractor"
"TalentKompass Deutschland",143739,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"SHI International Corp.",758435,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Jumpvine",1431520,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Kaye/Bassman International, Corp.",697068,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"El Buen Samaritano",212308,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Get It Recruit - Information Technology",286007,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"BLUE STORM ASSOCIATES INC",1424729,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"eStaffing Inc.",1009250,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Get It Recruit - Information Technology",179907,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"University of North Texas Health Science Center",333817,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Get It Recruit - Finance",616124,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Aflac, Incorporated",1138427,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Get It Recruit - Marketing",163009,"Data Analyst","Anywhere","60000.0",1,"Full-time"
"Suncoast Credit Union",719006,"Data Analyst","Anywhere","59500.0",1,"Full-time"
"Ryder System",489565,"Data Analyst","Anywhere","59000.0",1,"Full-time"
"Ryder System",1117967,"Data Analyst","Anywhere","59000.0",1,"Full-time"
"Insight Global",863378,"Data Analyst","Anywhere","58000.0",1,"Full-time"
"Webstaurant Store",1091264,"Data Analyst","Anywhere","58000.0",1,"Full-time"
"Stafford Consulting Company, Inc.",785489,"Data Analyst","Anywhere","57500.0",1,"Full-time"
"The Difference Card",346462,"Data Analyst","Anywhere","57500.0",1,"Full-time"
"Get It Recruit - Information Technology",1635949,"Data Analyst","Anywhere","57500.0",1,"Full-time"
"FiberFirst",441975,"Data Analyst","Anywhere","57500.0",1,"Full-time"
"Ascendo Resources",739541,"Data Analyst","Anywhere","57300.0",1,"Full-time"
"Get It Recruit - Information Technology",1598725,"Data Analyst","Anywhere","55500.0",1,"Full-time"
"State of Georgia",837423,"Data Analyst","Anywhere","55000.0",1,"Full-time"
"JARBO Employment Group",562116,"Data Analyst","Anywhere","55000.0",1,"Full-time"
"WALGREENS",486466,"Data Analyst","Anywhere","54540.0",1,"Full-time"
"University of South Florida",198826,"Data Analyst","Anywhere","53000.0",1,"Full-time"
"Acosta, Inc.",1203514,"Data Analyst","Anywhere","52500.0",1,"Full-time"
"Get It Recruit - Information Technology",74841,"Data Analyst","Anywhere","52500.0",1,"Full-time"
"Fitsoftware OU",667237,"Data Analyst","Anywhere","52500.0",1,"Full-time"
"Phoenix Capital Group Holdings LLC",902110,"Data Analyst","Anywhere","52500.0",1,"Full-time"
"Kaye/Bassman International",862094,"Data Analyst","Anywhere","52500.0",1,"Full-time"
"Spark451 Inc.",1049427,"Data Analyst","Anywhere","52000.0",1,"Full-time"
"University of Maryland, Baltimore",642310,"Data Analyst","Anywhere","51500.0",1,"Full-time"
"Jacksonville",1073885,"Data Analyst","Anywhere","51059.0",1,"Full-time"
"Get It Recruit - Information Technology",44448,"Data Analyst","Anywhere","51000.0",1,"Full-time"
"Get It Recruit - Information Technology",1086455,"Data Analyst","Anywhere","50500.0",1,"Full-time"
"Get It Recruit - Transportation",1278164,"Data Analyst","Anywhere","50000.0",1,"Full-time"
"Get It Recruit - Information Technology",269335,"Data Analyst","Anywhere","50000.0",1,"Full-time"
"Get It Recruit - Information Technology",522407,"Data Analyst","Anywhere","50000.0",1,"Full-time"
"Makana Technologies",587906,"Data Analyst","Anywhere","50000.0",1,"Full-time and Contractor"
"Get It Recruit - Administrative",1672776,"Data Analyst","Anywhere","50000.0",1,"Full-time"
"Allied Technologies & Consulting",1605573,"Data Analyst","Anywhere","48500.0",1,"Full-time"
"Ali Awad Law, P.C.",1262617,"Data Analyst","Anywhere","47500.0",1,"Full-time"
"Men's Health Clinic (MHC)",229128,"Data Analyst","Anywhere","47500.0",1,"Contractor"
"Insight Global",42319,"Data Analyst","Anywhere","47500.0",1,"Full-time"
"Get It Recruit - Administrative",1619146,"Data Analyst","Anywhere","46500.0",1,"Full-time"
"U.S. Wire and Cable Company/ Flexon Industries",473213,"Data Analyst","Anywhere","42500.0",1,"Full-time"
"BayOne Solutions",512966,"Data Analyst","Anywhere","41000.0",1,"Contractor"
"owl.co",663127,"Data Analyst","Anywhere","40000.0",1,"Full-time"
"Get It Recruit - Administrative",994565,"Data Analyst","Anywhere","39000.0",1,"Full-time"
"Get It Recruit - Information Technology",1349849,"Data Analyst","Anywhere","36000.0",1,"Full-time"
"Jobmatchingpartner Ltd",1178688,"Data Analyst","Anywhere","35000.0",1,"Contractor"
"ED-Energy Storage & Distributed R",216489,"Data Analyst","Anywhere","25000.0",1,"Full-time"
